order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty
FJUN625603601,24/06/2022,789603,25891403,321,25/06/2022,25/06/2022,321
FJUN625902602,24/06/2022,789902,25891403,391,25/06/2022,25/06/2022,391
FJUN627221403,24/06/2022,789221,25891403,235,27/06/2022,27/06/2022,235
FJUN627303502,24/06/2022,789303,25891403,444,27/06/2022,27/06/2022,444
FJUN627522403,24/06/2022,789522,25891403,303,27/06/2022,27/06/2022,303
FJUN627403403,25/06/2022,789403,25891403,224,27/06/2022,27/06/2022,224
FJUN627203601,25/06/2022,789203,25891403,464,27/06/2022,27/06/2022,464
FJUN628422403,25/06/2022,789422,25891403,384,28/06/2022,27/06/2022,384
FJUN628603602,25/06/2022,789603,25891403,448,28/06/2022,28/06/2022,448
FJUN627703403,25/06/2022,789703,25891403,289,27/06/2022,27/06/2022,289
FJUN628102403,25/06/2022,789102,25891403,500,28/06/2022,28/06/2022,500
FJUN627202403,25/06/2022,789202,25891403,358,27/06/2022,27/06/2022,358
FJUN629621602,26/06/2022,789621,25891403,480,29/06/2022,29/06/2022,480
FJUN628201601,26/06/2022,789201,25891403,245,28/06/2022,28/06/2022,245
FJUN629321603,27/06/2022,789321,25891403,433,29/06/2022,29/06/2022,433
FJUN630321603,27/06/2022,789321,25891403,379,30/06/2022,30/06/2022,379
FJUN629320403,27/06/2022,789320,25891403,310,29/06/2022,29/06/2022,310
FJUN630501603,27/06/2022,789501,25891403,311,30/06/2022,30/06/2022,311
FJUN630721403,27/06/2022,789721,25891403,349,30/06/2022,29/06/2022,349
FJUN629101403,27/06/2022,789101,25891403,395,29/06/2022,28/06/2022,395
FJUN629121403,28/06/2022,789121,25891403,447,29/06/2022,29/06/2022,447
FJUN629601403,28/06/2022,789601,25891403,247,29/06/2022,29/06/2022,247
FJUL71402403,29/06/2022,789402,25891403,206,01/07/2022,01/07/2022,206
FJUL72201602,29/06/2022,789201,25891403,447,02/07/2022,02/07/2022,447
FJUL72102501,29/06/2022,789102,25891403,434,02/07/2022,02/07/2022,434
FJUN630702603,29/06/2022,789702,25891403,337,30/06/2022,30/06/2022,337
FJUN630522403,29/06/2022,789522,25891403,288,30/06/2022,30/06/2022,288
FJUL72522403,29/06/2022,789522,25891403,223,02/07/2022,02/07/2022,223
FJUL72422403,30/06/2022,789422,25891403,267,02/07/2022,02/07/2022,267
FJUL73201403,30/06/2022,789201,25891403,412,03/07/2022,03/07/2022,412
FJUL71221602,30/06/2022,789221,25891403,238,01/07/2022,01/07/2022,238
FJUL72721403,30/06/2022,789721,25891403,351,02/07/2022,02/07/2022,351
FJUL73721601,30/06/2022,789721,25891403,455,03/07/2022,03/07/2022,455
FJUL72703403,30/06/2022,789703,25891403,413,02/07/2022,01/07/2022,413
FJUL71101601,30/06/2022,789101,25891403,228,01/07/2022,01/07/2022,228
FJUL71303602,30/06/2022,789303,25891403,286,01/07/2022,01/07/2022,286
FJUL72403403,01/07/2022,789403,25891403,368,02/07/2022,02/07/2022,368
FJUL74402403,01/07/2022,789402,25891403,346,04/07/2022,04/07/2022,346
FJUL72203602,01/07/2022,789203,25891403,260,02/07/2022,02/07/2022,260
FJUL73203403,01/07/2022,789203,25891403,498,03/07/2022,03/07/2022,498
FJUL73221602,01/07/2022,789221,25891403,273,03/07/2022,03/07/2022,273
FJUL72202403,01/07/2022,789202,25891403,218,02/07/2022,02/07/2022,218
FJUL74202503,01/07/2022,789202,25891403,306,04/07/2022,04/07/2022,306
FJUL73402603,02/07/2022,789402,25891403,261,03/07/2022,03/07/2022,261
FJUL73420403,02/07/2022,789420,25891403,373,03/07/2022,03/07/2022,373
FJUL73603403,02/07/2022,789603,25891403,363,03/07/2022,02/07/2022,363
FJUL73902602,02/07/2022,789902,25891403,331,03/07/2022,03/07/2022,331
FJUL74122403,02/07/2022,789122,25891403,428,04/07/2022,04/07/2022,428
FJUL74102403,02/07/2022,789102,25891403,390,04/07/2022,04/07/2022,390
FJUL73101403,02/07/2022,789101,25891403,243,03/07/2022,03/07/2022,243
FJUL74303603,02/07/2022,789303,25891403,292,04/07/2022,04/07/2022,292
FJUL76321603,03/07/2022,789321,25891403,418,06/07/2022,06/07/2022,418
FJUL75501601,03/07/2022,789501,25891403,274,05/07/2022,05/07/2022,274
FJUL75221403,03/07/2022,789221,25891403,477,05/07/2022,05/07/2022,477
FJUL74721403,03/07/2022,789721,25891403,264,04/07/2022,04/07/2022,264
FJUL76703403,03/07/2022,789703,25891403,469,06/07/2022,06/07/2022,469
FJUL75102602,03/07/2022,789102,25891403,280,05/07/2022,05/07/2022,280
FJUL75303503,03/07/2022,789303,25891403,212,05/07/2022,05/07/2022,212
FJUL75621501,04/07/2022,789621,25891403,236,05/07/2022,05/07/2022,236
FJUL76201603,04/07/2022,789201,25891403,349,06/07/2022,06/07/2022,349
FJUL76721403,04/07/2022,789721,25891403,294,06/07/2022,05/07/2022,294
FJUL75703602,04/07/2022,789703,25891403,261,05/07/2022,05/07/2022,261
FJUL76522403,04/07/2022,789522,25891403,342,06/07/2022,06/07/2022,342
FJUL76621403,05/07/2022,789621,25891403,393,06/07/2022,06/07/2022,393
FJUL77403403,05/07/2022,789403,25891403,480,07/07/2022,07/07/2022,480
FJUL76122403,05/07/2022,789122,25891403,261,06/07/2022,06/07/2022,261
FJUL78303503,05/07/2022,789303,25891403,213,08/07/2022,08/07/2022,213
FJUL77601502,05/07/2022,789601,25891403,240,07/07/2022,07/07/2022,240
FJUL77902403,06/07/2022,789902,25891403,292,07/07/2022,07/07/2022,292
FJUL78101603,06/07/2022,789101,25891403,288,08/07/2022,08/07/2022,288
FJUL79101501,06/07/2022,789101,25891403,490,09/07/2022,09/07/2022,490
FJUL78202503,06/07/2022,789202,25891403,341,08/07/2022,08/07/2022,341
FJUL79403501,07/07/2022,789403,25891403,275,09/07/2022,09/07/2022,275
FJUL79321403,07/07/2022,789321,25891403,334,09/07/2022,09/07/2022,334
FJUL78422403,07/07/2022,789422,25891403,303,08/07/2022,07/07/2022,303
FJUL710501601,07/07/2022,789501,25891403,202,10/07/2022,10/07/2022,202
FJUL79603403,07/07/2022,789603,25891403,317,09/07/2022,09/07/2022,317
FJUL710603403,07/07/2022,789603,25891403,228,10/07/2022,10/07/2022,228
FJUL78221403,07/07/2022,789221,25891403,389,08/07/2022,07/07/2022,389
FJUL79703601,07/07/2022,789703,25891403,246,09/07/2022,09/07/2022,246
FJUL710102503,07/07/2022,789102,25891403,312,10/07/2022,10/07/2022,312
FJUL710101603,07/07/2022,789101,25891403,471,10/07/2022,10/07/2022,471
FJUL79303403,07/07/2022,789303,25891403,287,09/07/2022,09/07/2022,287
FJUL79621502,08/07/2022,789621,25891403,243,09/07/2022,09/07/2022,243
FJUL710402501,08/07/2022,789402,25891403,254,10/07/2022,09/07/2022,254
FJUL710203503,08/07/2022,789203,25891403,464,10/07/2022,10/07/2022,464
FJUL711603403,08/07/2022,789603,25891403,287,11/07/2022,11/07/2022,287
FJUL711203602,09/07/2022,789203,25891403,288,11/07/2022,11/07/2022,288
FJUL712501503,09/07/2022,789501,25891403,363,12/07/2022,12/07/2022,363
FJUL710201501,09/07/2022,789201,25891403,337,10/07/2022,10/07/2022,337
FJUL712221502,09/07/2022,789221,25891403,316,12/07/2022,12/07/2022,316
FJUL712721403,09/07/2022,789721,25891403,255,12/07/2022,12/07/2022,255
FJUL711702502,09/07/2022,789702,25891403,488,11/07/2022,11/07/2022,488
FJUL711103403,09/07/2022,789103,25891403,477,11/07/2022,11/07/2022,477
FJUL712621602,10/07/2022,789621,25891403,483,12/07/2022,12/07/2022,483
FJUL713203403,10/07/2022,789203,25891403,439,13/07/2022,13/07/2022,439
FJUL712903403,10/07/2022,789903,25891403,416,12/07/2022,12/07/2022,416
FJUL713501403,10/07/2022,789501,25891403,428,13/07/2022,13/07/2022,428
FJUL711721403,10/07/2022,789721,25891403,206,11/07/2022,11/07/2022,206
FJUL711102603,10/07/2022,789102,25891403,221,11/07/2022,11/07/2022,221
FJUL711101601,10/07/2022,789101,25891403,372,11/07/2022,11/07/2022,372
FJUL713101403,10/07/2022,789101,25891403,396,13/07/2022,13/07/2022,396
FJUL714402501,11/07/2022,789402,25891403,212,14/07/2022,14/07/2022,212
FJUL712321403,11/07/2022,789321,25891403,239,12/07/2022,12/07/2022,239
FJUL713321502,11/07/2022,789321,25891403,310,13/07/2022,13/07/2022,310
FJUL713420403,11/07/2022,789420,25891403,272,13/07/2022,12/07/2022,272
FJUL714420403,11/07/2022,789420,25891403,287,14/07/2022,14/07/2022,287
FJUL713902403,11/07/2022,789902,25891403,290,13/07/2022,13/07/2022,290
FJUL712122403,11/07/2022,789122,25891403,257,12/07/2022,12/07/2022,257
FJUL714101403,11/07/2022,789101,25891403,499,14/07/2022,14/07/2022,499
FJUL715321603,12/07/2022,789321,25891403,458,15/07/2022,15/07/2022,458
FJUL715320502,12/07/2022,789320,25891403,290,15/07/2022,15/07/2022,290
FJUL713201602,12/07/2022,789201,25891403,418,13/07/2022,13/07/2022,418
FJUL714221403,12/07/2022,789221,25891403,404,14/07/2022,14/07/2022,404
FJUL715521403,12/07/2022,789521,25891403,207,15/07/2022,15/07/2022,207
FJUL716603403,13/07/2022,789603,25891403,420,16/07/2022,16/07/2022,420
FJUL714721603,13/07/2022,789721,25891403,330,14/07/2022,14/07/2022,330
FJUL715703603,13/07/2022,789703,25891403,206,15/07/2022,15/07/2022,206
FJUL716703403,13/07/2022,789703,25891403,474,16/07/2022,16/07/2022,474
FJUL715421403,14/07/2022,789421,25891403,380,15/07/2022,15/07/2022,380
FJUL716221603,14/07/2022,789221,25891403,391,16/07/2022,16/07/2022,391
FJUL717303403,14/07/2022,789303,25891403,396,17/07/2022,17/07/2022,396
FJUL716522403,14/07/2022,789522,25891403,344,16/07/2022,15/07/2022,344
FJUL717320603,15/07/2022,789320,25891403,461,17/07/2022,17/07/2022,461
FJUL718902501,15/07/2022,789902,25891403,389,18/07/2022,18/07/2022,389
FJUL718221601,15/07/2022,789221,25891403,280,18/07/2022,18/07/2022,280
FJUL717703502,15/07/2022,789703,25891403,338,17/07/2022,17/07/2022,338
FJUL717102602,15/07/2022,789102,25891403,394,17/07/2022,17/07/2022,394
FJUL718402403,16/07/2022,789402,25891403,401,18/07/2022,18/07/2022,401
FJUL718321502,16/07/2022,789321,25891403,450,18/07/2022,18/07/2022,450
FJUL717501403,16/07/2022,789501,25891403,464,17/07/2022,17/07/2022,464
FJUL719501403,16/07/2022,789501,25891403,398,19/07/2022,19/07/2022,398
FJUL717201403,16/07/2022,789201,25891403,407,17/07/2022,16/07/2022,407
FJUL719902601,16/07/2022,789902,25891403,252,19/07/2022,19/07/2022,252
FJUL717721602,16/07/2022,789721,25891403,239,17/07/2022,17/07/2022,239
FJUL718101601,16/07/2022,789101,25891403,499,18/07/2022,18/07/2022,499
FJUL719303602,16/07/2022,789303,25891403,357,19/07/2022,19/07/2022,357
FJUL718702503,16/07/2022,789702,25891403,391,18/07/2022,18/07/2022,391
FJUL719522501,16/07/2022,789522,25891403,492,19/07/2022,19/07/2022,492
FJUL720321502,17/07/2022,789321,25891403,481,20/07/2022,20/07/2022,481
FJUL720902403,17/07/2022,789902,25891403,376,20/07/2022,20/07/2022,376
FJUL720221403,17/07/2022,789221,25891403,446,20/07/2022,19/07/2022,446
FJUL720102403,17/07/2022,789102,25891403,330,20/07/2022,19/07/2022,330
FJUL721621403,18/07/2022,789621,25891403,334,21/07/2022,21/07/2022,334
FJUL719402403,18/07/2022,789402,25891403,260,19/07/2022,19/07/2022,260
FJUL720501602,18/07/2022,789501,25891403,415,20/07/2022,20/07/2022,415
FJUL719101403,18/07/2022,789101,25891403,252,19/07/2022,19/07/2022,252
FJUL721202503,18/07/2022,789202,25891403,441,21/07/2022,21/07/2022,441
FJUL721601503,18/07/2022,789601,25891403,242,21/07/2022,21/07/2022,242
FJUL721603601,19/07/2022,789603,25891403,247,21/07/2022,21/07/2022,247
FJUL721902501,19/07/2022,789902,25891403,478,21/07/2022,21/07/2022,478
FJUL722902501,19/07/2022,789902,25891403,211,22/07/2022,22/07/2022,211
FJUL722703603,19/07/2022,789703,25891403,333,22/07/2022,22/07/2022,333
FJUL721101602,19/07/2022,789101,25891403,284,21/07/2022,21/07/2022,284
FJUL720202403,19/07/2022,789202,25891403,417,20/07/2022,20/07/2022,417
FJUL721203602,20/07/2022,789203,25891403,360,21/07/2022,21/07/2022,360
FJUL721321503,20/07/2022,789321,25891403,249,21/07/2022,21/07/2022,249
FJUL721201601,20/07/2022,789201,25891403,400,21/07/2022,21/07/2022,400
FJUL722603403,20/07/2022,789603,25891403,446,22/07/2022,22/07/2022,446
FJUL723721403,20/07/2022,789721,25891403,248,23/07/2022,23/07/2022,248
FJUL721102403,20/07/2022,789102,25891403,205,21/07/2022,21/07/2022,205
FJUL723101403,20/07/2022,789101,25891403,358,23/07/2022,22/07/2022,358
FJUL722320403,21/07/2022,789320,25891403,494,22/07/2022,22/07/2022,494
FJUL723320501,21/07/2022,789320,25891403,396,23/07/2022,23/07/2022,396
FJUL723902403,21/07/2022,789902,25891403,203,23/07/2022,23/07/2022,203
FJUL723202603,21/07/2022,789202,25891403,279,23/07/2022,23/07/2022,279
FJUL725402403,22/07/2022,789402,25891403,448,25/07/2022,25/07/2022,448
FJUL724203603,22/07/2022,789203,25891403,245,24/07/2022,24/07/2022,245
FJUL725203602,22/07/2022,789203,25891403,355,25/07/2022,25/07/2022,355
FJUL725321601,22/07/2022,789321,25891403,241,25/07/2022,25/07/2022,241
FJUL723201403,22/07/2022,789201,25891403,448,23/07/2022,23/07/2022,448
FJUL724721603,22/07/2022,789721,25891403,361,24/07/2022,24/07/2022,361
FJUL724703601,22/07/2022,789703,25891403,495,24/07/2022,24/07/2022,495
FJUL724321403,23/07/2022,789321,25891403,339,24/07/2022,24/07/2022,339
FJUL726501502,23/07/2022,789501,25891403,223,26/07/2022,26/07/2022,223
FJUL726221503,23/07/2022,789221,25891403,382,26/07/2022,26/07/2022,382
FJUL726101602,23/07/2022,789101,25891403,273,26/07/2022,26/07/2022,273
FJUL726621403,24/07/2022,789621,25891403,211,26/07/2022,26/07/2022,211
FJUL727501403,24/07/2022,789501,25891403,388,27/07/2022,27/07/2022,388
FJUL726603403,24/07/2022,789603,25891403,297,26/07/2022,26/07/2022,297
FJUL726721403,24/07/2022,789721,25891403,450,26/07/2022,26/07/2022,450
FJUL725702503,24/07/2022,789702,25891403,386,25/07/2022,25/07/2022,386
FJUL728203502,25/07/2022,789203,25891403,423,28/07/2022,28/07/2022,423
FJUL726320601,25/07/2022,789320,25891403,448,26/07/2022,26/07/2022,448
FJUL728221601,25/07/2022,789221,25891403,409,28/07/2022,28/07/2022,409
FJUL728721403,25/07/2022,789721,25891403,463,28/07/2022,28/07/2022,463
FJUL727122403,25/07/2022,789122,25891403,284,27/07/2022,26/07/2022,284
FJUL726102503,25/07/2022,789102,25891403,276,26/07/2022,26/07/2022,276
FJUL726202403,25/07/2022,789202,25891403,482,26/07/2022,26/07/2022,482
FJUL726601403,25/07/2022,789601,25891403,357,26/07/2022,26/07/2022,357
FJUL727621403,26/07/2022,789621,25891403,373,27/07/2022,27/07/2022,373
FJUL728501403,26/07/2022,789501,25891403,388,28/07/2022,28/07/2022,388
FJUL728420403,26/07/2022,789420,25891403,310,28/07/2022,27/07/2022,310
FJUL728601403,27/07/2022,789601,25891403,488,28/07/2022,28/07/2022,488
FJUL728621501,27/07/2022,789621,25891403,377,28/07/2022,28/07/2022,377
FJUL728402403,27/07/2022,789402,25891403,464,28/07/2022,28/07/2022,464
FJUL730320602,27/07/2022,789320,25891403,405,30/07/2022,30/07/2022,405
FJUL729221501,27/07/2022,789221,25891403,257,29/07/2022,29/07/2022,257
FJUL729703603,27/07/2022,789703,25891403,416,29/07/2022,29/07/2022,416
FJUL728101403,27/07/2022,789101,25891403,375,28/07/2022,28/07/2022,375
FJUL729303403,27/07/2022,789303,25891403,437,29/07/2022,29/07/2022,437
FJUL729522403,27/07/2022,789522,25891403,258,29/07/2022,29/07/2022,258
FJUL729402501,28/07/2022,789402,25891403,231,29/07/2022,29/07/2022,231
FJUL730402601,28/07/2022,789402,25891403,297,30/07/2022,30/07/2022,297
FJUL729102503,28/07/2022,789102,25891403,474,29/07/2022,29/07/2022,474
FJUL730101503,28/07/2022,789101,25891403,281,30/07/2022,30/07/2022,281
FJUL730303403,28/07/2022,789303,25891403,211,30/07/2022,30/07/2022,211
FJUL729702602,28/07/2022,789702,25891403,370,29/07/2022,29/07/2022,370
FJUL731702602,28/07/2022,789702,25891403,208,31/07/2022,31/07/2022,208
FJUL730601403,28/07/2022,789601,25891403,208,30/07/2022,30/07/2022,208
FJUL731203403,29/07/2022,789203,25891403,473,31/07/2022,31/07/2022,473
FAUG81203503,29/07/2022,789203,25891403,296,01/08/2022,01/08/2022,296
FJUL731320501,29/07/2022,789320,25891403,375,31/07/2022,31/07/2022,375
FJUL730221403,29/07/2022,789221,25891403,221,30/07/2022,30/07/2022,221
FJUL731221501,29/07/2022,789221,25891403,301,31/07/2022,31/07/2022,301
FJUL731721601,29/07/2022,789721,25891403,252,31/07/2022,31/07/2022,252
FAUG81721403,29/07/2022,789721,25891403,440,01/08/2022,01/08/2022,440
FJUL730703503,29/07/2022,789703,25891403,237,30/07/2022,30/07/2022,237
FJUL730202403,29/07/2022,789202,25891403,410,30/07/2022,29/07/2022,410
FJUL731303603,29/07/2022,789303,25891403,213,31/07/2022,31/07/2022,213
FAUG81501403,30/07/2022,789501,25891403,201,01/08/2022,01/08/2022,201
FJUL731603403,30/07/2022,789603,25891403,439,31/07/2022,31/07/2022,439
FAUG81902503,30/07/2022,789902,25891403,404,01/08/2022,01/08/2022,404
FJUL731202403,30/07/2022,789202,25891403,315,31/07/2022,31/07/2022,315
FAUG81403601,31/07/2022,789403,25891403,458,01/08/2022,01/08/2022,458
FAUG83403403,31/07/2022,789403,25891403,358,03/08/2022,02/08/2022,358
FAUG82321403,31/07/2022,789321,25891403,385,02/08/2022,02/08/2022,385
FAUG83321602,31/07/2022,789321,25891403,257,03/08/2022,03/08/2022,257
FAUG83501603,31/07/2022,789501,25891403,426,03/08/2022,03/08/2022,426
FAUG83721601,31/07/2022,789721,25891403,420,03/08/2022,03/08/2022,420
FAUG82303403,31/07/2022,789303,25891403,407,02/08/2022,02/08/2022,407
FAUG82522403,31/07/2022,789522,25891403,482,02/08/2022,02/08/2022,482
FAUG82403603,01/08/2022,789403,25891403,445,02/08/2022,02/08/2022,445
FAUG84721502,01/08/2022,789721,25891403,407,04/08/2022,04/08/2022,407
FAUG84303403,01/08/2022,789303,25891403,463,04/08/2022,04/08/2022,463
FAUG83203403,02/08/2022,789203,25891403,302,03/08/2022,03/08/2022,302
FAUG83201403,02/08/2022,789201,25891403,363,03/08/2022,03/08/2022,363
FAUG84101403,02/08/2022,789101,25891403,483,04/08/2022,04/08/2022,483
FAUG84202603,02/08/2022,789202,25891403,267,04/08/2022,04/08/2022,267
FAUG83303501,02/08/2022,789303,25891403,444,03/08/2022,03/08/2022,444
FAUG85303503,02/08/2022,789303,25891403,430,05/08/2022,05/08/2022,430
FAUG84521501,02/08/2022,789521,25891403,413,04/08/2022,04/08/2022,413
FAUG85601602,02/08/2022,789601,25891403,334,05/08/2022,05/08/2022,334
FAUG85522403,02/08/2022,789522,25891403,295,05/08/2022,05/08/2022,295
FAUG85321403,03/08/2022,789321,25891403,447,05/08/2022,05/08/2022,447
FAUG85320601,03/08/2022,789320,25891403,349,05/08/2022,05/08/2022,349
FAUG86902403,03/08/2022,789902,25891403,291,06/08/2022,06/08/2022,291
FAUG86102403,03/08/2022,789102,25891403,237,06/08/2022,05/08/2022,237
FAUG86101602,03/08/2022,789101,25891403,204,06/08/2022,06/08/2022,204
FAUG86621603,04/08/2022,789621,25891403,495,06/08/2022,06/08/2022,495
FAUG87403403,04/08/2022,789403,25891403,472,07/08/2022,07/08/2022,472
FAUG87621602,04/08/2022,789621,25891403,449,07/08/2022,07/08/2022,449
FAUG85203403,04/08/2022,789203,25891403,224,05/08/2022,04/08/2022,224
FAUG85603502,04/08/2022,789603,25891403,415,05/08/2022,05/08/2022,415
FAUG86402403,05/08/2022,789402,25891403,303,06/08/2022,06/08/2022,303
FAUG86321403,05/08/2022,789321,25891403,396,06/08/2022,06/08/2022,396
FAUG87320602,05/08/2022,789320,25891403,480,07/08/2022,07/08/2022,480
FAUG88603502,05/08/2022,789603,25891403,321,08/08/2022,08/08/2022,321
FAUG87902602,05/08/2022,789902,25891403,327,07/08/2022,07/08/2022,327
FAUG88721603,05/08/2022,789721,25891403,345,08/08/2022,08/08/2022,345
FAUG86202403,05/08/2022,789202,25891403,467,06/08/2022,06/08/2022,467
FAUG88202403,05/08/2022,789202,25891403,221,08/08/2022,08/08/2022,221
FAUG87303502,05/08/2022,789303,25891403,374,07/08/2022,07/08/2022,374
FAUG89403403,06/08/2022,789403,25891403,343,09/08/2022,08/08/2022,343
FAUG88321403,06/08/2022,789321,25891403,462,08/08/2022,08/08/2022,462
FAUG89303601,06/08/2022,789303,25891403,498,09/08/2022,09/08/2022,498
FAUG89402501,07/08/2022,789402,25891403,347,09/08/2022,09/08/2022,347
FAUG88422403,07/08/2022,789422,25891403,462,08/08/2022,07/08/2022,462
FAUG89501501,07/08/2022,789501,25891403,256,09/08/2022,09/08/2022,256
FAUG89703603,07/08/2022,789703,25891403,247,09/08/2022,09/08/2022,247
FAUG89202601,07/08/2022,789202,25891403,217,09/08/2022,09/08/2022,217
FAUG88103503,07/08/2022,789103,25891403,358,08/08/2022,08/08/2022,358
FAUG89903602,08/08/2022,789903,25891403,255,09/08/2022,09/08/2022,255
FAUG811420403,08/08/2022,789420,25891403,299,11/08/2022,11/08/2022,299
FAUG89201501,08/08/2022,789201,25891403,381,09/08/2022,09/08/2022,381
FAUG810721403,08/08/2022,789721,25891403,308,10/08/2022,10/08/2022,308
FAUG811703403,08/08/2022,789703,25891403,260,11/08/2022,10/08/2022,260
FAUG89102502,08/08/2022,789102,25891403,395,09/08/2022,09/08/2022,395
FAUG811101501,08/08/2022,789101,25891403,219,11/08/2022,11/08/2022,219
FAUG89121403,08/08/2022,789121,25891403,243,09/08/2022,09/08/2022,243
FAUG810402403,09/08/2022,789402,25891403,308,10/08/2022,10/08/2022,308
FAUG812320501,09/08/2022,789320,25891403,287,12/08/2022,12/08/2022,287
FAUG810902503,09/08/2022,789902,25891403,429,10/08/2022,10/08/2022,429
FAUG810101503,09/08/2022,789101,25891403,390,10/08/2022,10/08/2022,390
FAUG811202602,09/08/2022,789202,25891403,441,11/08/2022,11/08/2022,441
FAUG811601403,09/08/2022,789601,25891403,291,11/08/2022,11/08/2022,291
FAUG811402601,10/08/2022,789402,25891403,430,11/08/2022,11/08/2022,430
FAUG813403403,10/08/2022,789403,25891403,412,13/08/2022,13/08/2022,412
FAUG811321403,10/08/2022,789321,25891403,264,11/08/2022,10/08/2022,264
FAUG813603403,10/08/2022,789603,25891403,405,13/08/2022,13/08/2022,405
FAUG811902403,10/08/2022,789902,25891403,253,11/08/2022,11/08/2022,253
FAUG813902403,10/08/2022,789902,25891403,274,13/08/2022,13/08/2022,274
FAUG812501603,11/08/2022,789501,25891403,437,12/08/2022,12/08/2022,437
FAUG814902601,11/08/2022,789902,25891403,388,14/08/2022,14/08/2022,388
FAUG812721601,11/08/2022,789721,25891403,362,12/08/2022,12/08/2022,362
FAUG815321403,12/08/2022,789321,25891403,441,15/08/2022,14/08/2022,441
FAUG815201601,12/08/2022,789201,25891403,211,15/08/2022,15/08/2022,211
FAUG814101403,12/08/2022,789101,25891403,438,14/08/2022,13/08/2022,438
FAUG814202601,12/08/2022,789202,25891403,249,14/08/2022,14/08/2022,249
FAUG816201403,13/08/2022,789201,25891403,292,16/08/2022,16/08/2022,292
FAUG814603603,13/08/2022,789603,25891403,282,14/08/2022,14/08/2022,282
FAUG815403601,14/08/2022,789403,25891403,471,15/08/2022,15/08/2022,471
FAUG815621403,14/08/2022,789621,25891403,333,15/08/2022,15/08/2022,333
FAUG816621403,14/08/2022,789621,25891403,273,16/08/2022,15/08/2022,273
FAUG817402603,14/08/2022,789402,25891403,422,17/08/2022,17/08/2022,422
FAUG816203602,14/08/2022,789203,25891403,486,16/08/2022,16/08/2022,486
FAUG815320502,14/08/2022,789320,25891403,236,15/08/2022,15/08/2022,236
FAUG816320602,14/08/2022,789320,25891403,463,16/08/2022,16/08/2022,463
FAUG815501501,14/08/2022,789501,25891403,263,15/08/2022,15/08/2022,263
FAUG816420403,14/08/2022,789420,25891403,406,16/08/2022,15/08/2022,406
FAUG815221602,14/08/2022,789221,25891403,393,15/08/2022,15/08/2022,393
FAUG815101403,14/08/2022,789101,25891403,468,15/08/2022,14/08/2022,468
FAUG817303603,14/08/2022,789303,25891403,495,17/08/2022,17/08/2022,495
FAUG817621403,15/08/2022,789621,25891403,375,17/08/2022,17/08/2022,375
FAUG818402601,15/08/2022,789402,25891403,213,18/08/2022,18/08/2022,213
FAUG817321503,15/08/2022,789321,25891403,328,17/08/2022,17/08/2022,328
FAUG816721403,15/08/2022,789721,25891403,426,16/08/2022,16/08/2022,426
FAUG818721602,15/08/2022,789721,25891403,479,18/08/2022,18/08/2022,479
FAUG816202603,15/08/2022,789202,25891403,301,16/08/2022,16/08/2022,301
FAUG819320403,16/08/2022,789320,25891403,358,19/08/2022,19/08/2022,358
FAUG817501403,16/08/2022,789501,25891403,299,17/08/2022,17/08/2022,299
FAUG818501501,16/08/2022,789501,25891403,429,18/08/2022,18/08/2022,429
FAUG817201403,16/08/2022,789201,25891403,278,17/08/2022,17/08/2022,278
FAUG819902403,16/08/2022,789902,25891403,387,19/08/2022,19/08/2022,387
FAUG817703603,16/08/2022,789703,25891403,288,17/08/2022,17/08/2022,288
FAUG818202403,16/08/2022,789202,25891403,255,18/08/2022,18/08/2022,255
FAUG820603502,17/08/2022,789603,25891403,235,20/08/2022,20/08/2022,235
FAUG818102501,17/08/2022,789102,25891403,457,18/08/2022,18/08/2022,457
FAUG820303601,17/08/2022,789303,25891403,316,20/08/2022,20/08/2022,316
FAUG820702403,17/08/2022,789702,25891403,356,20/08/2022,20/08/2022,356
FAUG821320403,18/08/2022,789320,25891403,356,21/08/2022,21/08/2022,356
FAUG821501603,18/08/2022,789501,25891403,208,21/08/2022,21/08/2022,208
FAUG820221403,18/08/2022,789221,25891403,372,20/08/2022,20/08/2022,372
FAUG819102603,18/08/2022,789102,25891403,486,19/08/2022,19/08/2022,486
FAUG821403602,19/08/2022,789403,25891403,202,21/08/2022,21/08/2022,202
FAUG821402403,19/08/2022,789402,25891403,327,21/08/2022,21/08/2022,327
FAUG821201601,19/08/2022,789201,25891403,432,21/08/2022,21/08/2022,432
FAUG821902403,19/08/2022,789902,25891403,308,21/08/2022,21/08/2022,308
FAUG820721403,19/08/2022,789721,25891403,218,20/08/2022,19/08/2022,218
FAUG823402403,20/08/2022,789402,25891403,273,23/08/2022,22/08/2022,273
FAUG823321403,20/08/2022,789321,25891403,289,23/08/2022,23/08/2022,289
FAUG821221403,20/08/2022,789221,25891403,271,21/08/2022,20/08/2022,271
FAUG821703403,20/08/2022,789703,25891403,475,21/08/2022,21/08/2022,475
FAUG821101403,20/08/2022,789101,25891403,338,21/08/2022,21/08/2022,338
FAUG821202503,20/08/2022,789202,25891403,314,21/08/2022,21/08/2022,314
FAUG822303501,20/08/2022,789303,25891403,203,22/08/2022,22/08/2022,203
FAUG824402601,21/08/2022,789402,25891403,344,24/08/2022,24/08/2022,344
FAUG822320403,21/08/2022,789320,25891403,485,22/08/2022,22/08/2022,485
